what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457924765
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457934390
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457939468
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259457941234
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259457942468
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457943749
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457953452
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259457959609
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259457960827
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457962218
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457966796
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457968734
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457972546
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457978077
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457983562
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457991999
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457997796
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458000109
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458002499
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458005046
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458049468
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458054640
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458060484
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458064077
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458066968
