what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1259487337499
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1259487337827
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1259487347265
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1259487347468
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1259487348234
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259487358046
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1259487367593
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259487367749
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259487372906
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259487376312
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259487383359
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1259487383374
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259487984734
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259492152109
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259492156202
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259492156202
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259492156359
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259492160984
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259492166124
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259492171640
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259492171640
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259492171952
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259495485671
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259495496062
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259495516281
