what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.edit.text.java.create.getter.setter,1259480836702
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1259480858531
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1259480859140
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259481247718
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259481295093
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1259481295968
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481315921
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481338421
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1259481439296
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1259481442906
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1259481450484
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481455765
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481474281
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481483781
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481492234
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481505765
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481505796
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259481520874
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1259481524906
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481528234
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481534109
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481534406
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481541874
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481556874
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259481681093
