what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458273937
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458275843
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458278796
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458291734
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458296093
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458297296
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458309406
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458311281
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458312343
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458313859
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458323374
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458325734
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458327734
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458329406
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458351124
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458356312
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458432843
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458434156
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458436531
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458443968
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1259458477827
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259458495531
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259458495609
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458499671
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458500968
