what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457204187
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457206687
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457215452
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457227890
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457233546
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259457236156
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259457237906
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457242687
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457271046
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259457271296
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259457277577
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259457278734
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457280390
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1259457281499
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457291109
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457299327
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457306265
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259457311921
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259457313249
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457315187
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457329343
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457333077
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259457340546
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259457355109
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259457357827
