what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458502281
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458525687
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458546796
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458630734
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458633609
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458642859
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458645671
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458650999
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458652437
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458657077
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458659421
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458660577
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458661765
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458676359
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458679359
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458680687
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458682093
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458692702
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458695296
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458696390
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458697859
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458703812
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458704952
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259458707781
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259458709718
