what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1259499919859
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1259499921249
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259499926687
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259499928765
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1259499933781
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1259499939952
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259499978702
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1259499979406
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1259499983296
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259500009015
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259500009015
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259500009124
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259502132468
activated,perspective,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.JavaBrowsingPerspective,1259502182937
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackagesView,1259502204593
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259502227390
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259502232062
activated,perspective,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.JavaBrowsingPerspective,1259502232187
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.window.resetPerspective,1259502232343
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.MembersView,1259502236843
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackagesView,1259502236859
closed,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.MembersView,1259502236874
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.TypesView,1259502239515
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackagesView,1259502239531
closed,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.TypesView,1259502239546
